name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method
kepler244b,4.311792,0.05,1067.62,,,Transit
kepler365b,10.664903,0.098,950.0,0.99,,Transit
hd221420b,10088.0,10.15,31.8,1.67,22.9,Radial Velocity
gj176c,28.586,0.146,9.42,0.49,0.0233,Radial Velocity
toi4010e,762.0,1.57,176.5,0.88,2.177,Radial Velocity
hats15b,1.74748753,0.02712,689.0,0.871,2.17,Transit
kmt2021blg0748b,,2.43,6090.0,0.36,0.45,Microlensing
k2201b,1.05979,,199.05,0.96,,Transit
ogle2017blg0614b,,4.0,6400.0,0.64,31.5,Microlensing
kepler179c,6.40013,0.064,616.39,,,Transit
tic172900988b,188.763,0.867,246.263,2.4398,2.84,Transit
sssj05223505b,0.06219343,0.0028,824.0,0.76,42.0,Other
kepler1521b,47.14840805,,227.0,0.81,,Transit
kepler357d,49.499875,0.246,702.21,0.78,,Transit
toi1064b,6.443868,0.06152,68.81,0.748,0.0425,Transit
kelt25b,4.401131,0.0681,442.7,2.18,21.0,Transit
cfhtwiroph58,,,139.4,,40.0,Imaging
toi1408b,4.424711,0.058,139.484,1.375,1.69,Transit
nscj12390054b,,377.062,42.767,0.222,55.0,Imaging
2massj11462230,,,26.2,,60.0,Imaging
kepler368b,26.84768,0.186,788.3,0.71,,Transit
sdssj11100116,,,19.19,,11.0,Imaging
upsandae,3848.86,5.2456,13.47,1.27,1.059,Radial Velocity
hd47186c,1353.6,2.395,37.84,0.99,0.35061,Radial Velocity
wasp6b,3.361006,0.0421,307.0,0.888,0.503,Transit
k2168b,15.8523,0.0979,245.56,0.88,,Transit
kepler1731b,21.76129913,0.1401,169.948,0.808,,Transit
hd136925b,4540.0,5.13,,,0.84,Radial Velocity
kepler367b,37.815724,0.201,189.05,0.75,,Transit
moa2016blg227lb,,1.64,6400.0,0.24,2.3,Microlensing
lhs1678c,3.694284,0.0327,19.89,0.345,0.00123,Transit
kepler603c,127.9075774,,967.0,1.01,,Transit
hd196050ab,1316.24,2.47,50.6742,1.07,2.83,Radial Velocity
taucetg,20.0,0.133,3.65,0.783,0.00551,Radial Velocity
kepler125b,4.164389,0.041,184.34,0.55,,Transit
kepler1522b,1.84788917,,690.0,0.96,,Transit
gj436b,2.64394,0.02887,10.2,0.452,0.05836,Radial Velocity
2massj00315749,,,11.6,,24.0,Imaging
hd222076b,871.0,1.83,83.5,1.07,1.56,Radial Velocity
cfbdsj21390220b,,0.66,10.4,,36.0,Imaging
hatp36b,1.327347,0.0238,317.0,1.022,1.832,Transit
2massj05350546b,,0.0398,421.9,,35.6,Radial Velocity
toi1605b,8.7099,0.08258,159.748,0.989,0.6963,Transit
sdssj03514810,,,35.0,,58.0,Imaging
kepler298c,22.92881,0.136,525.98,0.65,,Transit
iras162532429b,,62.0,125.0,,32.0,Imaging
toi2290b,0.3862224,0.0086,58.1,0.56,0.005,Transit
hd97334c,5712.25,2.85,22.6389,1.07,47.7,Imaging
kepler524c,1.88897906,,730.0,1.09,,Transit
hd260655c,5.70588,0.04749,9.9976,0.439,0.00972,Transit
2massj10225825,,,19.9,,27.2,Imaging
hd103720b,4.5557,0.0498,41.6,0.794,0.62,Radial Velocity
kepler1779b,16.34359932,0.1264,908.501,1.02,,Transit
mu2scob,,242.4,169.5,9.1,14.4,Imaging
toi1062b,4.11412,0.052,82.2,0.94,0.032,Transit
wasp49ab,2.7817387,0.03873,194.553,0.989,0.399,Transit
hip65891b,1079.6,2.794,150.292,2.5,5.888,Radial Velocity
kepler1249b,24.3347127,,1674.0,1.19,,Transit
kepler972b,7.03932553,,1304.0,1.15,,Transit
kepler1134b,17.13263989,,997.0,0.84,,Transit
dancej160644672033428,,,145.0,,12.0,Imaging
k2309ad,12.40214,0.1101,108.5,1.1,0.019,Transit
kepler1762b,29.53910065,0.204,1663.74,1.19,,Transit
kepler957b,5.90741354,,749.0,0.81,,Transit
kepler181ac,4.302139338,0.0482,609.283,0.87,,Transit
nsvs1425c,5723.0,2.9,,0.528,8.0,Timing
hd168863b,14773.9,10.961,39.8979,0.8,6.78,Radial Velocity
luytensstare,542.0,0.849,3.8,0.29,0.0297,Radial Velocity
taucete,162.87,0.538,3.65,0.783,0.0124,Radial Velocity
hatp17c,1798.0,2.75,90.0,0.857,1.4,Radial Velocity
kepler220e,45.902733,0.226,171.96,,,Transit
corot7ab,0.8535,0.0172,150.0,0.93,0.01907,Transit
kepler280b,2.139542,0.032,798.21,0.91,,Transit
toi286b,4.5117244,0.0503,57.27,0.83,0.01425,Transit
nscj01480357b,,1395.736,118.764,0.226,55.0,Radial Velocity
psrj18530842ab,0.1482829972,0.00618,4760.0,1.4,27.8,Timing
kepler616d,51.06740189,0.2749,945.775,0.98,,Transit
hd219134g,94.2,0.3753,6.55,0.794,0.034,Radial Velocity
hd136418b,464.3,1.32,98.2,1.33,2.0,Radial Velocity
ogle2017blg0896,,,4000.0,,19.0,Microlensing
k2303b,1.58252,,317.2,0.71,,Transit
vhsj18315513,,,55.4,,6.5,Imaging
kepler1845b,11.60649967,0.0885,710.724,0.786,,Transit
lup706,,,200.0,,60.0,Imaging
moa2016blg231,,,2850.0,,21.0,Microlensing
kepler902b,40.1099547,,904.0,0.95,,Transit
toi1859b,63.3847,0.337,223.5,1.29,,Transit
sdssj10393256b,,34.0,33.33,,36.0,Imaging
kepler574b,7.65880414,,747.0,0.95,,Transit
wisej23597335,,,12.5,,38.0,Imaging
k2337b,16.273563,0.1231,421.636,0.94,,Transit
hip107773ab,144.3,0.72,106.0,2.42,1.98,Radial Velocity
kepler1063ab,14.07969236,0.1176,365.0,1.09,,Transit
k2220b,13.683256,0.1104,234.92,0.96,,Transit
kepler103c,179.612,0.6679,501.93,1.09,0.114,Transit
hd183263c,2950.0,4.25,53.0,1.17,3.82,Radial Velocity
kepler660b,9.27358194,,564.0,0.75,,Transit
kepler401c,47.318218,0.269,993.14,,,Transit
hd108236c,6.2037,0.0651,64.6,0.853,,Transit
denis10581548,,,18.32,,64.24,Imaging
hd37124b,154.378,0.53364,33.0,0.83,0.675,Radial Velocity
hatp22ab,3.21222,0.0414,82.0,0.916,2.147,Transit
kepler1854b,39.83110046,0.2119,423.348,0.8,,Transit
51pegc,,44.0,15.4614,1.03,70.0,Imaging
gj720ab,19.47,0.119,15.557,0.57,0.04292,Radial Velocity
hd215497c,567.94,1.282,44.0,0.87,0.33,Radial Velocity
kepler55ac,42.1406089,0.2095,578.796,0.69,0.2196,Transit
koi6925b,12.9489256,0.0882,,0.545,,Transit
kmt2019blg1715b,,3.32,3860.0,0.76,2.56,Microlensing
hd221356bb,,15.0,25.9454,0.0893,54.4,Imaging
kepler1542e,5.10115756,,336.0,0.94,,Transit
hip113103c,14.245648,0.10479,46.258,0.761,0.0264,Transit
ztfj040700b,0.0246,,810.0,0.79,19.0,Transit
2massj05370155,,,400.0,,60.0,Imaging
kepler1579b,0.84990789,,466.0,0.75,,Transit
psrj17370314ab,0.228,0.00212,9300.0,1.4,17.5,Timing
hats69b,2.2252577,0.03211,420.3,0.892,0.577,Transit
moa2015blg337a,,0.24,7100.0,,9.8,Microlensing
kepler374c,3.282807,0.042,1312.67,0.84,,Transit
kepler186b,3.8867907,0.0343,172.0,0.54,,Transit
toi270d,11.38014,0.0733,22.453,0.4,0.0132,Transit
wasp186b,5.026799,0.06,280.0,1.22,4.22,Transit
hd213885ab,1.008035,0.02012,57.97,1.068,0.02778,Transit
kepler1297b,1.68189002,,996.0,0.99,,Transit
toi1180b,9.686753,0.082,72.024,0.75,0.031,Transit
kepler455b,1322.3,,,0.98,,Transit
k2259b,15.48043,0.1271,422.1,1.14,,Transit
toi1468c,15.532482,0.0849,24.72,0.339,0.02089,Transit
ogle2016blg0596lb,,,,,12.2,Microlensing
nscj04572300b,,933.096,54.984,0.218,46.0,Imaging
bd082823b,5.6,0.056,42.2,0.74,0.045,Radial Velocity
hip65407b,28.125,0.177,16.74,0.93,0.428,Radial Velocity
k2225b,15.87209,0.134,360.3,1.27,,Transit
kepler444ac,4.5458841,0.04881,36.48,0.76,,Transit
wisej00053737,,,7.9,,27.0,Imaging
kmt2022blg1480b,,1.22,7790.0,0.18,0.083,Microlensing
kepler371b,34.763278,0.2,832.54,0.94,,Transit
kepler23d,15.274299,0.124,856.34,1.11,0.055,Transit
kepler11g,118.3807,0.466,658.59,0.96,0.079,Transit
hip948b,24955.5,15.037,34.8523,0.71,20.6,Radial Velocity
kepler622b,14.28226676,,259.0,0.64,,Transit
kepler559b,17.58752333,,793.0,0.96,,Transit
hip14810c,147.73,0.545,52.9,0.99,1.28,Radial Velocity
kepler371c,67.968015,0.313,832.54,0.94,,Transit
hd40979ab,264.1,0.846,33.3,1.1,4.01,Radial Velocity
psrj15444937b,0.1207729895,0.00537,3500.0,1.7,18.0,Timing
kepler704b,3.76182115,,1054.0,0.97,,Transit
kepler1541b,8.40691199,,414.0,0.86,,Transit
kepler514ab,5.65178922,0.0676,489.0,1.28,,Transit
hd128717b,1089.2,2.18,73.636,1.17,12.8,Astrometry
wisej06476232,,,8.7,,17.5,Imaging
kepler327b,2.549575,0.029,243.68,0.55,,Transit
hd206255b,96.045,0.461,75.41,1.42,0.1076,Radial Velocity
kepler301c,5.419026,0.06,734.31,0.91,,Transit
toi1288b,2.6998,0.0429,114.7,0.89,0.132,Transit
toi778b,4.633611,0.06,162.0,1.4,2.8,Transit
hip67851b,88.9,0.46,65.96,1.63,1.38,Radial Velocity
ic139618,,,905.0,,60.0,Imaging
kepler1930b,13.02680016,0.1025,275.694,0.817,,Transit
kepler579b,9.66857723,,663.0,0.99,,Transit
toi813b,83.8911,0.423,265.1535,1.32,,Transit
kepler593b,21.21708973,,1016.0,1.08,,Transit
kepler354b,5.47666,0.054,562.96,0.65,,Transit
nltt31450b,,487.0,34.9227,0.227,58.0,Imaging
kepler101c,6.02976,0.0684,953.44,1.17,0.01,Transit
qatar7b,2.032046,0.0352,725.0,1.409,1.88,Transit
k2331b,9.398977,0.09,211.43,1.1,,Transit
toi5713b,10.441989,0.06,,,4.3,Transit
toi559b,6.9839095,0.0723,233.2,1.026,6.01,Transit
kmt2022blg0475b,,2.03,6580.0,0.43,0.079,Microlensing
wts1b,3.352059,0.047,3200.0,1.2,4.01,Transit
marvels13b,147.6,0.54,212.63,0.96,41.8,Radial Velocity
hd15906c,21.583298,0.141,45.5621,0.79,,Transit
kepler271ab,10.43547031,0.0881,404.542,1.0,,Transit
hatp31b,5.005425,0.055,354.0,1.218,2.171,Transit
kepler309b,5.923653,0.059,553.2,,,Transit
2massj21267617,,,16.35,,58.0,Imaging
toi2420b,5.842641,0.0684,435.174,1.158,0.93,Transit
mwc758c,,96.0,156.0,1.5,8.0,Imaging
hd175679b,1354.48,3.36,168.0,2.7,61.8,Radial Velocity
psrj13010833b,,,1770.0,,36.0,Other
ogle2019blg1492b,,2.7,5600.0,0.68,0.1167,Microlensing
hd14067b,2742.245,5.15,163.4,2.4,15.3,Radial Velocity
kepler1789b,80.23190308,0.3543,611.461,0.96,,Transit
kepler351c,57.24809,0.287,1117.85,0.89,,Transit
wolf1061c,17.8719,0.089,4.29,0.25,0.0107,Radial Velocity
hd152079b,2097.0,3.2,85.17,1.023,3.0,Radial Velocity
2massj21172940,,,16.9,,7.0,Imaging
wisej03505658,,,5.67,,10.0,Imaging
kepler805b,30.8638931,,657.0,1.19,,Transit
kepler107c,4.901452,0.06064,525.5,1.24,0.02954,Transit
14herc,52160.0,27.0,18.1,0.9,7.1,Radial Velocity
ic13967,,,905.0,,30.0,Imaging
k2376b,5.776475,0.0608,161.61,1.124,0.0129,Transit
k2133e,26.5841,0.1346,75.2,0.46,,Transit
kmt2021blg1253b,,1.52,6649.0,0.24,0.05994,Microlensing
iras043812540b,,84.0,140.0,0.6,50.0,Imaging
wasp133b,2.176423,0.0345,457.0,1.16,1.16,Transit
psrj06102100b,0.28601600633,0.009553,2240.0,1.4,20.0,Timing
hatp34b,5.4526482,0.0861,257.0,1.36,3.64,Transit
kepler529b,1.98035766,,787.0,1.07,,Transit
ogle2013blg1761lb,,1.8,6900.0,0.33,2.8,Microlensing
kepler1530d,9.20761013,0.0865,489.876,0.92,,Transit
moa2007blg400lb,,3.9,6890.0,0.69,1.71,Microlensing
k2193b,14.786889,0.1184,416.91,1.01,,Transit
kic9413313b,440.3984,,,0.95,,Transit
kepler398b,4.081423,0.044,178.27,,,Transit
toi1249b,13.079151,0.109,139.49,0.95,0.0374,Transit
denisj22521730b,3220.0,1.95,15.9,,41.0,Imaging
lrl61451,,,321.0,,30.0,Imaging
kepler758c,4.75793986,,1353.0,1.16,,Transit
kepler58c,15.5741568,,996.32,0.95,2.19,Transit
qatar9b,1.540731,0.0234,211.4,0.719,1.19,Transit
kepler298b,10.475464,0.08,525.98,0.65,,Transit
hip79797ba,,350.0,52.2,1.76,58.0,Imaging
toi261b,3.3639254,0.0348,,,,Transit
kepler305b,5.487,0.05856,889.64,0.83,0.033,Transit
hd90156b,49.77,0.25,39.6,0.84,0.057,Radial Velocity
corot29b,2.85057,0.039,765.0,0.976,0.85,Transit
kepler116c,13.07163,0.116,982.04,1.16,,Transit
soi5b,8.25,,,,,Transit
kepler98b,1.54168,,353.87,0.99,0.011,Transit
g6552b,150.81,0.519,144.754738,0.783,36.0,Radial Velocity
chaha12,,,195.18,,55.0,Imaging
kepler1194b,16.22371307,,616.0,0.94,,Transit
k2162b,9.45889,0.0795,125.1,0.75,,Transit
2massj14507841a,,300.0,75.0,0.04,40.0,Imaging
elias224b,,58.0,139.0,1.0,5.0,Imaging
simpj16190313,,,22.0,,36.0,Imaging
toi1422b,12.9972,0.108,154.56,0.981,0.028,Transit
hd211810b,1558.0,2.656,61.0,1.03,0.67,Radial Velocity
kic9591503b,1084.4,1.947,3706.875,0.795,42.5,Timing
hd82943b,442.4,1.19,27.46,1.18,4.8,Radial Velocity
k2264b,5.840002,0.05023,187.0,0.5,,Transit
hh211c,1077000.0,84.0,280.0,0.05,8.0,Other
hats37ab,4.3315366,0.04913,211.1,0.843,0.099,Transit
kepler1759b,3.720230103,0.0429,385.348,0.796,,Transit
toi540b,1.2391491,0.01223,14.0078,0.159,,Transit
k2264c,19.660302,0.11283,187.0,0.5,,Transit
kepler1610c,44.98529816,0.2323,1063.0,0.91,,Transit
kepler1059b,3.76419105,,673.0,0.75,,Transit
toi2015c,6.718,,47.32,0.342,0.0214,Transit Timing Variations
kepler150e,30.826557,0.189,914.4,,,Transit
kepler442b,112.3053,0.409,342.0,0.61,,Transit
kepler81b,5.955,0.056,351.79,0.648,,Transit
kepler1191b,5.60014851,,876.0,0.85,,Transit
2massj15510941,,,64.0,,24.0,Imaging
kepler254c,12.412183,0.105,1446.45,,,Transit
kmt2016blg0625b,,1.4,,,0.051,Microlensing
hd219134b,3.093292,0.037,6.55,0.794,0.01343,Transit
ogle2012blg0563lb,,0.74,1300.0,0.34,0.39,Microlensing
k2165b,2.354992,,135.1,0.83,,Transit
k217b,17.96753,0.119,125.56,0.71,,Transit
kepler158c,28.551383,0.158,315.177,0.73,,Transit
hd110113c,6.744,0.068,106.3,0.997,0.033,Radial Velocity
kepler341e,42.473269,0.242,1079.46,0.94,,Transit
hd13724c,142.2,0.534,43.47,1.14,0.16,Radial Velocity
kepler404c,14.751166,0.118,831.86,,,Transit
kepler205b,2.75564,0.032,160.46,,,Transit
hd156312bb,238.43,0.744,122.964,0.99,66.519,Astrometry
k2271b,8.562421,0.077,571.47,0.83,,Transit
kepler399b,14.425281,0.103,1362.18,,,Transit
trappist1c,2.4218233,0.01521,12.1,0.08,0.00434,Transit
kepler1077b,34.3511874,,1098.0,1.02,,Transit
kic5094412b,276.88,0.78,,0.82,,Transit
kepler493b,3.00387658,,1942.0,1.36,,Transit
toi1758b,20.705127,0.138,96.62,0.88,0.0217,Transit
kepler239b,11.763051,0.095,660.07,0.74,,Transit
24sexb,452.8,1.333,72.2084,1.54,1.84,Radial Velocity
ngts30b,98.29838,0.408,233.9,0.94,0.96,Transit
hd13908b,19.382,0.154,71.2,1.29,0.865,Radial Velocity
kepler825c,8.1818246,,820.0,1.03,,Transit
hip65517b,,39.0,98.5308,1.01,55.0,Imaging
toi4377b,4.378081,0.0579,459.0,1.36,0.957,Transit
sorij0539568025315,,,352.0,,12.0,Imaging
moa2013blg220lb,,3.03,6720.0,0.88,2.74,Microlensing
kepler53d,9.751962,0.091,1420.1,0.98,,Transit
kepler221e,18.369917,0.13,389.55,0.72,,Transit
toi125c,9.15059,0.0814,111.4,0.859,0.02086,Transit
hd106252b,1600.0,2.7,37.44,0.96,32.86,Radial Velocity
kmt2021blg1547lb,,4.5,5070.0,0.72,1.47,Microlensing
kepler1071b,6.1799844,,964.0,0.86,,Transit
toi1691b,16.7369,0.126,111.445,1.03,0.0459,Transit
k2308b,3.38628,,,1.09,0.025,Transit
hd69830d,200.57,0.63,12.6,0.86,0.2529,Radial Velocity
kepler84af,44.5520266,0.2451,1053.44,0.987,,Transit
hd20868b,380.85,0.947,48.9,0.78,1.99,Radial Velocity
kepler174c,44.000529,0.214,389.07,,,Transit
toi1386b,25.83839,0.1732,,,0.148,Transit
ngts25b,2.823093,0.0388,517.0,0.91,0.639,Transit
hd20781c,13.8905,0.1,35.4,,0.01677,Radial Velocity
kepler136ac,16.39926461,0.134,420.818,1.185,,Transit
kepler1171b,1.44259224,,615.0,1.58,,Transit
k2227b,13.621832,,188.22,0.95,,Transit
kepler411ac,7.834435,0.07258,153.676,0.87,0.0831,Transit
gkh9441,,,140.0,,49.0,Imaging
2massj16321904,,,15.2,,49.46,Imaging
82eric,43.17,0.225,6.06,0.813,0.00793,Radial Velocity
marvels8b,36.045,0.215,111.49,1.02,37.7,Radial Velocity
gj1001c,1460.0,0.8,12.3067,,40.0,Imaging
hd142022ab,1933.4,2.939,35.87,0.99,4.51,Radial Velocity
kepler1225b,7.01075434,,1241.0,1.13,,Transit
kepler1606b,196.435224,,880.0,0.9,,Transit
wasp158b,,0.0517,,1.38,2.79,Transit
toi1472b,6.36381,0.065,121.8,0.86,0.0519,Transit
kepler32f,0.74296,0.013,326.85,0.58,,Transit
kepler277b,17.324,,1004.88,1.19,0.275,Transit
hd60292b,495.4,1.5,318.5,1.7,6.5,Radial Velocity
k254bb,9.7843,0.0671,175.84,0.617,,Transit
flmnj05414970156198,,,415.0,,40.0,Imaging
kepler65d,8.13123,0.084,306.39,1.25,0.034,Transit
hatp65b,2.6054552,0.03951,841.0,1.212,0.527,Transit
k238c,10.56103,0.0964,192.69,1.054,0.03115,Transit
kepler331c,17.28111,0.105,589.63,0.51,,Transit
gj3998b,2.64977,0.029,17.8,0.5,0.00777,Radial Velocity
toi1052c,35.806,0.2263,128.7,1.204,34.3,Radial Velocity
k219c,11.90715,0.0971,292.14,0.93,0.034,Transit
kepler1552b,184.771853,,618.0,0.85,,Transit
twhyab,8.339,0.075,60.0,0.8,0.094,Radial Velocity
k2170b,7.576544,,397.26,0.96,,Transit
psrj19110102ab,0.140996,0.00596,7400.0,1.4,20.0,Timing
hd213519ac,32425.2,20.316,41.0,1.05,47.214,Imaging
kepler68ab,5.3988,0.0617,144.166,1.064,0.02407,Transit
tres5b,1.4822446,0.02446,360.0,0.893,1.778,Transit
k221c,15.0,0.107,83.85,0.68,0.01561,Transit
hatp11c,3299.0,4.19,37.89,0.809,3.06,Radial Velocity
doar21b,450.88,1.55,134.6,2.04,35.6,Astrometry
2massj02490557b,,,48.9,,11.6,Astrometry
2massj02490557b,,,48.9,,44.0,Astrometry
dstucab,8.138268,0.0795,44.12,0.959,0.0453,Transit
corot9ab,95.273804,0.407,460.0,0.99,0.84,Transit
toi1443b,23.540678,0.147,85.8,0.89,0.094,Transit
toi1273b,4.631296,0.0549,176.0,1.06,0.222,Transit
2massj11100116,,,23.0,,8.98,Imaging
kepler1348b,27.5722742,,1033.0,1.04,,Transit
gj676ad,3.6,0.0413,16.45,0.71,0.014,Radial Velocity
toi907b,4.5849129,0.055,312.0,1.2,,Transit
kepler1087ab,0.693842661,0.0148,362.623,0.9,,Transit
kepler862b,3.14866453,,806.0,0.88,,Transit
kepler1547b,0.69297968,,665.0,1.12,,Transit
psrj20510827b,0.099110266,,1280.0,1.4,28.3,Timing
hd29399ab,892.7,1.913,44.2,1.15,1.57,Radial Velocity
hats22b,4.7228124,0.05025,207.9,0.759,2.74,Transit
hatp68b,2.29840551,0.02996,202.0,0.6785,0.724,Transit
kepler1152b,1.64680191,,184.0,0.55,,Transit
hd23596ab,1535.1,2.694,52.0,1.27,11.914,Radial Velocity
kepler1540ab,125.4132302,0.4426,244.96,0.676,,Transit
k2266ab,0.658524,0.01306,77.5586,0.68,0.0355,Transit
kepler1183b,28.5057189,,1378.0,1.0,,Transit
hd43197c,9296.0,8.54,54.9,0.96,7.868,Radial Velocity
kepler925b,33.8678531,,623.0,0.77,,Transit
k285b,0.684533,0.01263,97.49,0.57,,Transit
lp8909c,8.457463,0.03984,32.33,0.118,0.0796,Transit
kelt16b,0.9689951,0.02044,365.0,1.211,2.75,Transit
kepler1708b,737.1131,1.64,1667.0,1.088,4.6,Transit
kepler688b,3.89593684,,1247.0,0.98,,Transit
hd4208b,828.0,1.65,33.9,0.87,0.804,Radial Velocity
2massj03101648b,27010.0,5.2,25.0,,45.0,Imaging
lupustr3b,3.91405,0.0464,,0.87,0.81,Other
hd8535ab,1313.0,2.45,52.5,1.13,0.68,Radial Velocity
toi3912b,3.4936264,0.0463,470.0,1.088,0.406,Transit
kepler325d,38.715185,0.22,843.12,0.87,,Transit
k2213b,8.13087,,394.05,1.07,,Transit
gaia22dkvb,,1.63,1350.0,1.24,0.5,Microlensing
toi2458b,3.73659,0.0482,112.958,1.05,0.04188,Transit
wasp36ab,1.5373653,0.02624,450.0,1.02,2.279,Transit
simpj15010135b,,47.0,49.0,,58.0,Imaging
hd159868c,351.0,1.032,52.7,1.19,0.768,Radial Velocity
wts2b,1.0187074,0.01855,1000.0,0.82,1.12,Transit
kepler53b,18.6489525,,1420.1,0.98,18.41,Transit
kepler1675b,63.0382,0.3235,663.58,1.137,,Transit
toi402c,17.180546,0.1235,44.86,0.851,0.02136,Transit
wasp31b,3.405909,0.04657,400.0,1.16,0.478,Transit
toi470b,12.19148,0.119,130.46,0.87,,Transit
kepler1650b,1.53818001,0.0163,120.5,0.33,,Transit
ogle2005blg390lb,3500.0,2.1,6500.0,0.22,0.017,Microlensing
bd244329b,,38000.0,34.0705,0.7,30.0,Imaging
toi2095b,17.774872,0.101,41.917,0.465,0.0129,Transit
toi615b,4.66155983,0.0678,,,0.435,Transit
kepler58b,10.2184954,,996.32,0.95,1.39,Transit
kepler227b,9.488015,0.09,1117.5,,,Transit
tcpj050742244755b,,0.775,429.0,0.495,0.06,Microlensing
hd175370b,349.5,0.98,272.0,1.02,4.6,Radial Velocity
kepler1138b,3.17060005,,1101.0,0.95,,Transit
2massj04531751,,,30.1,,11.7,Imaging
kepler1185b,104.3518976,,296.0,0.96,,Transit
k2138f,12.75759,0.1043,183.0,0.93,0.005,Transit
hd233832ab,4047.0,4.438,58.8,0.71,2.72,Radial Velocity
toi3693b,8.088516,0.081,176.8,,1.02,Transit
k2250b,4.01457,0.0459,417.6,0.8,,Transit
kepler698b,16.32976218,,1135.0,0.94,,Transit
hd35759b,82.467,0.389,72.5,1.15,3.76,Radial Velocity
kepler184d,29.022358,0.179,621.24,,,Transit
toi561d,25.7124,0.159,86.01,0.805,0.03823,Transit
kepler695b,3.04033042,,620.0,0.84,,Transit
toi2545b,7.994037,,,1.055,,Transit
cwisej062911123956328b,,2200.0,,0.34,50.0,Imaging
egcncb,0.05994,0.00268,320.0,0.7,31.0,Timing
gj1002b,10.3465,0.0457,4.846,,0.0034,Radial Velocity
psrj16418049b,0.091666666666,0.004395,4700.0,1.3,48.16,Kinematics
wisej22203628,,,10.5,,20.0,Imaging
kepler1034b,12.12400943,,706.0,0.83,,Transit
kepler1481b,5.94220998,,493.0,0.8,,Transit
tres4ab,3.5539268,0.05084,479.0,1.388,0.917,Transit
kepler166c,34.260281,0.195,614.16,,,Transit
kepler520ac,5.21104261,,623.901,1.1,,Transit
hd65216ac,5370.0,5.75,35.1205,1.0,2.03,Radial Velocity
corot6b,8.886593,0.0855,,1.055,2.96,Transit
wasp33ab,1.21986967,0.02558,116.0,1.495,2.8,Transit
kepler1154c,8.45808312,,1531.0,1.26,,Transit
k2297b,2.13174,,254.88,0.78,,Transit
kepler831b,5.62153941,,577.0,0.99,,Transit
k238b,4.01593,0.04994,192.69,1.054,0.06,Transit
2massj00101715b,,739.0,40.877,,57.5,Imaging
erosmpj00324405,,,34.54,,50.0,Imaging
sstc2dj1631341,,,139.0,,50.0,Imaging
k2382b,,0.1577,278.412,0.922,0.0162,Transit
2massj16240029,,,11.0,,42.84,Imaging
tyc42826051b,101.54,0.422,700.0,0.97,10.78,Radial Velocity
kepler489b,17.27629612,,379.0,0.82,,Transit
kepler1254b,9.99113313,,676.0,0.78,,Transit
toi4137b,3.8016122,0.05222,345.9,,1.01,Transit
wasp189ab,2.724033,0.05053,99.0,1.887,1.99,Transit
kepler377b,12.509529,0.109,843.65,0.88,,Transit
wisej04586434,,,9.24,,57.0,Imaging
toi2524b,7.18585,0.073,438.8,1.01,0.64,Radial Velocity
gy11,,,130.0,,30.0,Imaging
kepler132ae,110.2867031,0.4393,296.24,0.929,,Transit
hd51608b,14.071,0.10805,34.8,,0.04,Radial Velocity
ogle2019blg0362b,,2.7,5830.0,0.42,3.3,Microlensing
toi1789b,3.208666,0.04873,223.55,1.499,0.7,Transit
hd107148ab,48.056,0.269,51.3,1.12,0.21,Radial Velocity
kepler1645b,16.1779561,,844.0,1.02,,Transit
hd11506d,26517.0,18.2,51.261,1.24,12.8,Radial Velocity
psrj00247204ob,0.13597,0.005826,4500.0,,25.0,Timing
k2141c,7.7485,,61.0,0.708,0.02328,Transit
kepler653c,0.90037648,,593.0,1.02,,Transit
kepler151b,15.228958,0.116,662.19,0.83,,Transit
kepler204c,25.660593,0.173,700.59,0.96,,Transit
kepler1471b,3.63899398,,1059.0,0.95,,Transit
kepler188b,2.061897,0.032,996.09,,,Transit
aldebaranb,772.83,,20.43,1.13,,Radial Velocity
k2305b,18.0983,,611.804,1.08,,Transit
2massj05182828,,,34.0,,59.0,Imaging
kmt2023blg0416b,,3.73,6330.0,0.61,6.15,Microlensing
hd290327b,2443.0,3.43,54.9,0.9,2.54,Radial Velocity
k258d,22.8827,0.1517,182.69,0.89,,Transit
hd75302ab,4356.0,5.3,30.29,1.06,5.4,Radial Velocity
kepler1802bc,33.1364259,0.1723,427.78,0.649,,Transit
plzj112,,,134.0,,11.0,Imaging
sdssj12120136b,0.06138888,0.00264,120.0,0.6,50.0,Timing
2massj12091004b,8030.0,3.31,21.0,,25.0,Imaging
kepler231b,10.065275,0.074,319.49,0.58,,Transit
k2199c,7.3744897,0.0662,107.97,0.73,0.039,Transit
hip88399b,,8.0,49.29,1.29,6.0,Astrometry
kepler392c,10.423118,0.093,695.06,1.13,,Transit
wisej08575604,,,12.9,,31.0,Imaging
kepler195c,34.096863,0.197,664.47,,,Transit
k2407b,4.941907,0.05445,218.376,0.881,0.00664,Transit
hd72780b,6387.5,7.3,51.8061,1.22,55.3,Radial Velocity
k2385b,2.380867,0.03596,420.819,0.927,0.0101,Transit
toi2364b,4.0197517,0.04871,218.63,0.954,0.225,Transit
pimenb,2088.33,3.308,18.37,1.094,12.6,Radial Velocity
hd147379ab,86.58,0.323,10.735,0.58,0.068,Radial Velocity
kepler1318b,213.257663,,475.0,0.73,,Transit
kepler1270b,6.03356196,,1204.0,1.28,,Transit
kepler261b,10.381227,0.088,320.43,0.87,,Transit
