# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 10:57:52 2024
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag [Earth mass]
# COLUMN pl_orbsmax:     Planet-star Projected Semi-major Axis [au]
# COLUMN pl_orbsmaxerr1: Planet-star Projected Semi-major Axis Upper Unc.
# COLUMN pl_orbsmaxerr2: Planet-star Projected Semi-major Axis Lower Unc.
# COLUMN pl_orbsmaxlim:  Planet-star Projected Semi-major Axis Limit Flag
# COLUMN st_mass:        Lens Mass [Solar mass]
# COLUMN st_masserr1:    Lens Mass Upper Unc.
# COLUMN st_masserr2:    Lens Mass Lower Unc.
# COLUMN st_masslim:     Lens Mass Limit Flag
# COLUMN sy_dist:        Lens Distance [pc]
# COLUMN sy_disterr1:    Lens Distance Upper Unc.
# COLUMN sy_disterr2:    Lens Distance Lower Unc.
# COLUMN sy_distlim:     Lens Distance Limit Flag
# COLUMN ml_dists:       Source Distance [pc]
# COLUMN ml_distserr1:   Source Distance Upper Unc.
# COLUMN ml_distserr2:   Source Distance Lower Unc.
# COLUMN ml_distslim:    Source Distance Limit Flag
# COLUMN ml_tsepmin:     Time of Lens-source Minimum Separation [days]
# COLUMN ml_tsepminerr1: Time of Lens-source Minimum Separation Upper Unc.
# COLUMN ml_tsepminerr2: Time of Lens-source Minimum Separation Lower Unc.
# COLUMN ml_tsepminlim:  Time of Lens-source Minimum Separation Limit Flag
# COLUMN ml_sepminnorm:  Normalized Lens-source Minimum Separation
# COLUMN ml_sepminnormerr1: Normalized Lens-source Minimum Separation Upper Unc.
# COLUMN ml_sepminnormerr2: Normalized Lens-source Minimum Separation Lower Unc.
# COLUMN ml_sepminnormlim: Normalized Lens-source Minimum Separation Limit Flag
# COLUMN ml_xtimeein:    Einstein Crossing Time [days]
# COLUMN ml_xtimeeinerr1: Einstein Crossing Time Upper Unc.
# COLUMN ml_xtimeeinerr2: Einstein Crossing Time Lower Unc.
# COLUMN ml_xtimeeinlim: Einstein Crossing Time Limit Flag
# COLUMN ml_radsnorm:    Normalized Source Angular Radius (10^-3)
# COLUMN ml_radsnormerr1: Normalized Angular Radius Upper Unc.
# COLUMN ml_radsnormerr2: Normalized Angular Radius Lower Unc.
# COLUMN ml_radsnormlim: Normalized Angular Radius Limit Flag
# COLUMN ml_sepinsnorp:  Instantaneous Planet-star Projected and Normalized Separation
# COLUMN ml_sepinsnorperr1: Instantaneous Planet-star Projected and Normalized Separation Upper Unc.
# COLUMN ml_sepinsnorperr2: Instantaneous Planet-star Projected and Normalized Separation Lower Unc.
# COLUMN ml_sepinsnorplim: Instantaneous Planet-star Projected and Normalized Separation Limit Flag
# COLUMN ml_massratio:   Planet-star Mass Ratio (10^-4)
# COLUMN ml_massratioerr1: Planet-star Mass Ratio Upper Unc.
# COLUMN ml_massratioerr2: Planet-star Mass Ratio Lower Unc.
# COLUMN ml_massratiolim: Planet-star Mass Ratio Limit Flag
# COLUMN ml_angstlax:    Source Trajectory-lens Axis Angle [rad]
# COLUMN ml_angstlaxerr1: Source Trajectory-lens Axis Angle Upper Unc.
# COLUMN ml_angstlaxerr2: Source Trajectory-lens Axis Angle Lower Unc.
# COLUMN ml_angstlaxlim: Source Trajectory-lens Axis Angle Limit Flag
# COLUMN ml_magis:       Source I-band [mag]
# COLUMN ml_magiserr1:   Source I-band Upper Unc.
# COLUMN ml_magiserr2:   Source I-band Lower Unc.
# COLUMN ml_magislim:    Source I-band Limit Flag
# COLUMN ml_magibl:      Blend I-band [mag]
# COLUMN ml_magiblerr1:  Blend I-band Upper Unc.
# COLUMN ml_magiblerr2:  Blend I-band Lower Unc.
# COLUMN ml_magibllim:   Blend I-band Limit Flag
# COLUMN ml_radeinang:   Angular Einstein Radius [mas]
# COLUMN ml_radeinangerr1: Angular Einstein Radius Upper Unc.
# COLUMN ml_radeinangerr2: Angular Einstein Radius Lower Unc.
# COLUMN ml_radeinanglim: Angular Einstein Radius Limit Flag
# COLUMN ml_pmrells:     Lens-source Relative Proper Motion [mas/yr]
# COLUMN ml_pmrellserr1: Lens-source Relative Proper Motion Upper Unc.
# COLUMN ml_pmrellserr2: Lens-source Relative Proper Motion Lower Unc.
# COLUMN ml_pmrellslim:  Lens-source Relative Proper Motion Limit Flag
# COLUMN ml_modeldef:    Default Model
# COLUMN htmllink:       Reference
#
pl_name,rastr,ra,decstr,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
OGLE-2018-BLG-1011L c,17h56m03.36s,269.014000,-29d04m58.4s,-29.082889,2.80000000,5.10000000,-1.70000000,0,890.00000000,1600.00000000,-540.00000000,0,0.80000000,0.90000000,-0.60000000,0,0.18000000,0.33000000,-0.10000000,0,7100.00000000,1100.00000000,-1500.00000000,0,8000.00000000,,,0,2458284.81800000,0.00500000,-0.00500000,0,0.04900000,0.00100000,-0.00100000,0,12.19000000,0.14000000,-0.14000000,0,11.26000000,0.72000000,-0.72000000,0,0.57700000,0.00500000,-0.00500000,0,152.40000000,5.90000000,-5.90000000,0,4.85900000,0.01000000,-0.01000000,0,19.93000000,0.01000000,-0.01000000,0,19.04000000,0.01000000,-0.01000000,0,0.09000000,0.01000000,-0.01000000,0,2.81000000,0.22000000,-0.22000000,0,0,<a refstr=HAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2017-BLG-0604L b,17h51m34.00s,267.891667,-30d56m47.6s,-30.946556,0.51000000,0.21000000,-0.21000000,0,160.00000000,67.00000000,-67.00000000,0,4.06000000,1.91000000,-1.34000000,0,0.70000000,0.28000000,-0.28000000,0,3950.00000000,1870.00000000,-1310.00000000,0,,,,,2457858.52000000,0.21700000,-0.21700000,0,0.31200000,0.00700000,-0.00700000,0,55.21000000,1.13000000,-1.13000000,0,0.60000000,0.09000000,-0.09000000,0,1.20100000,0.00400000,-0.00400000,0,7.00000000,0.40000000,-0.40000000,0,4.06400000,0.01500000,-0.01500000,0,21.58000000,0.03000000,-0.03000000,0,,,,,0.98000000,0.25000000,-0.25000000,0,6.48000000,1.65000000,-1.65000000,0,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>
KMT-2016-BLG-1397L b,18h10m39.51s,272.664612,-24d51m27.86s,-24.857738,7.00000000,5.20000000,-4.30000000,0,2200.00000000,1700.00000000,-1400.00000000,0,5.10000000,1.50000000,-1.70000000,0,0.45000000,0.33000000,-0.28000000,0,6600.00000000,1100.00000000,-1300.00000000,0,,,,,2457506.50000000,0.10000000,-0.10000000,0,0.09000000,0.00300000,-0.00300000,0,41.00000000,0.50000000,-0.50000000,0,46.00000000,,,1,1.68000000,0.06000000,-0.06000000,0,160.00000000,20.00000000,-20.00000000,0,5.81000000,0.01000000,-0.01000000,0,,,,,17.47000000,,,-1,0.03300000,,,-1,,,,,1,<a refstr=ZANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..236Z/abstract target=ref>Zang et al. 2018</a>
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.39800000,0.29100000,-0.11200000,0,126.00000000,92.00000000,-36.00000000,0,0.75100000,0.28300000,-0.13700000,0,0.08300000,0.03900000,-0.02000000,0,789.00000000,316.00000000,-169.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,268.754250,-29d02m49.6s,-29.047111,0.06600000,0.00600000,-0.00600000,0,21.00000000,2.00000000,-2.00000000,0,2.10000000,,,0,0.38000000,0.04000000,-0.04000000,0,2500.00000000,,,0,4500.00000000,,,0,2457205.19360000,0.00120000,-0.00120000,0,-0.01162000,0.00010000,-0.00010000,0,57.50000000,0.40000000,-0.40000000,0,1.41200000,0.01500000,-0.01500000,0,0.90880000,0.00270000,-0.00270000,0,1.71000000,0.06000000,-0.06000000,0,-0.87800000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
KMT-2021-BLG-1372L b,17h37m57.25s,264.488542,-28d08m54.20s,-28.148389,0.18547744,0.10858060,-0.10858060,0,58.95000000,34.51000000,-34.51000000,0,2.22000000,0.72000000,-0.72000000,0,0.42000000,0.25000000,-0.25000000,0,5970.00000000,1490.00000000,-2410.00000000,0,,,,,2459388.75800000,0.05500000,-0.05500000,0,0.07400000,0.01100000,-0.01100000,0,71.93700000,9.16100000,-9.16100000,0,4.20000000,,,1,0.91700000,0.00600000,-0.00600000,0,4.17500000,0.72400000,-0.72400000,0,4.89600000,0.01500000,-0.01500000,0,21.90000000,0.16000000,-0.16000000,0,,,,,,,,,0.84000000,,,-1,0,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>
KMT-2016-BLG-1105L b,17h45m47.34s,266.447250,-26d15m58.93s,-26.266369,0.00289464,0.00138439,-0.00138439,0,0.92000000,0.44000000,-0.44000000,0,2.93000000,0.69000000,-0.91000000,0,0.43000000,0.22000000,-0.20000000,0,3790.00000000,1380.00000000,-1440.00000000,0,,,,,2457555.83400000,0.09600000,-0.09600000,0,0.17100000,0.01200000,-0.01200000,0,38.80000000,2.00000000,-2.00000000,0,2.40000000,,,1,1.14300000,0.00900000,-0.00900000,0,0.06400000,0.04900000,-0.02800000,0,3.83600000,0.01400000,-0.01400000,0,21.09000000,0.08000000,-0.08000000,0,,,,,0.31000000,,,-1,6.48000000,2.08000000,-1.30000000,0,0,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>
KMT-2019-BLG-0253L b,17h51m31.82s,267.882583,-29d33m55.7s,-29.565472,0.02894644,0.01573176,-0.01290004,0,9.20000000,5.00000000,-4.10000000,0,3.10000000,0.80000000,-0.90000000,0,0.70000000,0.34000000,-0.31000000,0,4900.00000000,1900.00000000,-1600.00000000,0,,,,,2458590.57740000,0.00530000,-0.00530000,0,0.05550000,0.00060000,-0.00060000,0,57.01000000,0.55000000,-0.55000000,0,0.00450000,,,1,0.92890000,0.00740000,-0.00740000,0,0.40700000,0.07500000,-0.07500000,0,1.02300000,0.00430000,-0.00430000,0,19.80000000,0.02000000,-0.02000000,0,,,,,0.23000000,,,-1,4.70000000,2.80000000,-2.10000000,0,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>
KMT-2019-BLG-0253L b,17h51m31.82s,267.882583,-29d33m55.7s,-29.565472,0.02894644,0.01573176,-0.01290004,0,9.20000000,5.00000000,-4.10000000,0,3.10000000,0.80000000,-0.90000000,0,0.70000000,0.34000000,-0.31000000,0,4900.00000000,1900.00000000,-1600.00000000,0,,,,,2458590.55990000,0.01540000,-0.01540000,0,-0.05660000,0.00270000,-0.00270000,0,55.76000000,2.80000000,-2.80000000,0,0.00450000,,,1,1.00920000,0.00880000,-0.00880000,0,0.41000000,0.07200000,-0.07200000,0,1.02230000,0.00410000,-0.00410000,0,19.80000000,0.02000000,-0.02000000,0,,,,,0.23000000,,,-1,4.70000000,2.80000000,-2.10000000,0,0,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>
KMT-2019-BLG-1367L b,18h09m53.12s,272.471333,-29d45m43.96s,-29.762211,0.01277419,0.00805466,-0.00654441,0,4.06000000,2.56000000,-2.08000000,0,1.67000000,0.49000000,-0.55000000,0,0.25000000,0.16000000,-0.13000000,0,4680.00000000,2440.00000000,-2100.00000000,0,,,,,2458667.88300000,0.05100000,-0.05100000,0,0.08300000,0.00900000,-0.00900000,0,39.30000000,3.80000000,-3.80000000,0,5.30000000,,,1,0.93890000,0.00660000,-0.00660000,0,0.49770000,0.15500000,-0.11800000,0,1.20800000,0.01600000,-0.01600000,0,21.47000000,0.13000000,-0.13000000,0,,,,,0.06000000,,,-1,3.92000000,2.57000000,-1.71000000,0,0,<a refstr=ZANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..103Z/abstract target=ref>Zang et al. 2023</a>
OGLE-2018-BLG-0516L b,17h58m33.63s,269.640125,-31d15m44.6s,-31.262389,0.06324167,0.05160017,-0.03366596,0,20.10000000,16.40000000,-10.70000000,0,2.20000000,0.80000000,-0.70000000,0,0.47000000,0.38000000,-0.25000000,0,7000.00000000,900.00000000,-2200.00000000,0,,,,,2458227.65410000,0.00610000,-0.00610000,0,0.10440000,0.00150000,-0.00150000,0,25.06000000,0.37000000,-0.37000000,0,0.01100000,,,1,1.00590000,0.00470000,-0.00470000,0,1.29900000,0.14600000,-0.14600000,0,2.27180000,0.00770000,-0.00770000,0,19.45000000,0.02000000,-0.02000000,0,,,,,0.08000000,,,-1,5.00000000,2.90000000,-1.90000000,0,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.02610000,0.00430000,-0.00210000,0,8.28000000,1.35000000,-0.67000000,0,2.22000000,0.29000000,-0.12000000,0,0.07300000,0.01400000,-0.00600000,0,1920.00000000,280.00000000,-120.00000000,0,,,,,2456573.05100000,0.00800000,-0.00800000,0,-0.07905000,0.00153000,-0.00153000,0,19.93000000,0.24000000,-0.24000000,0,3.85000000,0.13000000,-0.13000000,0,2.38200000,0.02100000,-0.02100000,0,3.40000000,0.15800000,-0.15800000,0,3.15160000,0.00590000,-0.00590000,0,18.12000000,0.01900000,-0.01900000,0,18.57400000,0.02900000,-0.02900000,0,0.48600000,0.03500000,-0.03500000,0,8.68000000,0.65000000,-0.65000000,0,0,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
OGLE-2017-BLG-0173L b,17h51m52.95s,267.970612,-29d16m16.9s,-29.271360,0.02385000,0.03161000,-0.01545000,0,7.58100000,10.04500000,-4.91100000,0,3.68800000,1.45600000,-1.54000000,0,0.35700000,0.36000000,-0.20800000,0,5015.00000000,1463.00000000,-1848.00000000,0,,,,,2457838.03100000,0.05900000,-0.05900000,0,0.84400000,0.03500000,-0.03500000,0,30.81800000,0.89800000,-0.89800000,0,10.96900000,0.46900000,-0.46900000,0,1.53200000,0.02500000,-0.02500000,0,0.63860000,0.10010000,-0.10010000,0,1.33400000,0.00400000,-0.00400000,0,,,,,,,,,0.48000000,0.03000000,-0.03000000,0,5.70000000,0.30000000,-0.30000000,0,0,<a refstr=HWANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...20H/abstract target=ref>Hwang et al. 2018</a>
OGLE-2017-BLG-0482L b,17h56m11.73s,269.048889,-30d31m42.1s,-30.528360,0.02800000,0.02800000,-0.01400000,0,9.00000000,9.00000000,-4.50000000,0,1.80000000,0.60000000,-0.70000000,0,0.20000000,0.20000000,-0.10000000,0,5800.00000000,1800.00000000,-2100.00000000,0,8100.00000000,1600.00000000,-1800.00000000,0,2457873.95200000,0.01300000,-0.01300000,0,-0.05800000,0.00200000,-0.00200000,0,40.39000000,1.21000000,-1.21000000,0,6.00000000,,,1,1.07000000,0.01000000,-0.01000000,0,1.41000000,0.30000000,-0.30000000,0,-0.36500000,0.02600000,-0.02600000,0,,,,,,,,,0.09300000,,,-1,0.86000000,,,-1,0,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..211H/abstract target=ref>Han et al. 2018</a>
MOA-2011-BLG-262L b,18h00m23.48s,270.097833,-31d14m42.93s,-31.245258,0.00150000,,,0,0.47000000,,,0,0.13000000,,,0,0.00310000,,,0,560.00000000,,,0,,,,,2455739.13120000,0.00030000,-0.00030000,0,0.01465000,0.00057000,-0.00057000,0,3.82700000,0.01300000,-0.01300000,0,,,,,0.95780000,0.00110000,-0.00110000,0,4.66000000,0.24000000,-0.24000000,0,1.80960000,0.00590000,-0.00590000,0,19.92900000,0.04100000,-0.04100000,0,,,,,0.20500000,0.01500000,-0.01500000,0,19.60000000,1.60000000,-1.60000000,0,0,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>
KMT-2019-BLG-0842L b,17h53m50.03s,268.458458,-29d52m38.78s,-29.877439,0.03234000,0.01840000,-0.01660000,0,10.28000000,5.84000000,-5.28000000,0,3.31000000,1.38000000,-1.47000000,0,0.76000000,0.42000000,-0.39000000,0,3320.00000000,1220.00000000,-1390.00000000,0,8170.00000000,,,0,2458625.91400000,0.01000000,-0.01000000,0,0.00656500,0.00020200,-0.00020200,0,43.85900000,1.28700000,-1.28700000,0,0.42460000,0.09660000,-0.09660000,0,0.98300000,0.01300000,-0.01300000,0,0.40900000,0.02600000,-0.02700000,0,0.14600000,0.06700000,-0.06700000,0,21.73000000,0.01000000,-0.01000000,0,,,,,1.01000000,0.20000000,-0.15000000,0,8.42000000,1.68000000,-1.24000000,0,1,<a refstr=JUNG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..255J/abstract target=ref>Jung et al. 2020</a>
OGLE-2017-BLG-0406L b,17h55m59.92s,268.999667,-29d51m47.3s,-29.863139,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457908.81300000,0.00100000,-0.00100000,0,-0.00928100,0.00028000,-0.00028000,0,37.13300000,0.08500000,-0.08500000,0,5.84300000,0.02500000,-0.02500000,0,1.12800000,0.00100000,-0.00100000,0,6.97000000,0.09000000,-0.09000000,0,-0.99300000,0.00100000,-0.00100000,0,,,,,,,,,,,,,,,,,0,<a refstr=HIRAO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...74H/abstract target=ref>Hirao et al. 2020</a>
KMT-2021-BLG-1253L b,17h50m28.13s,267.617208,-29d16m45.41s,-29.279281,0.06994340,0.06667120,-0.03709549,0,22.23000000,21.19000000,-11.79000000,0,1.96000000,0.52000000,-0.52000000,0,0.29000000,0.28000000,-0.15000000,0,6330.00000000,1060.00000000,-1350.00000000,0,,,,,2459374.41000000,0.00100000,-0.00100000,0,0.00564100,0.00050100,-0.00050100,0,9.59400000,0.84100000,-0.84100000,0,1.29700000,0.14500000,-0.14500000,0,1.07400000,0.00400000,-0.00400000,0,2.31100000,0.26100000,-0.26100000,0,1.00200000,0.01000000,-0.01000000,0,23.27000000,0.10000000,-0.10000000,0,,,,,0.39900000,0.06200000,-0.06200000,0,15.20000000,2.40000000,-2.40000000,0,0,<a refstr=RYU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..180R/abstract target=ref>Ryu et al. 2022</a>
MOA-2007-BLG-400L b,18h09m41.98s,272.424917,-29d13m26.95s,-29.224153,0.83000000,0.49000000,-0.31000000,0,260.00000000,160.00000000,-99.00000000,0,6.50000000,3.20000000,-1.20000000,0,0.30000000,0.19000000,-0.12000000,0,5800.00000000,600.00000000,-800.00000000,0,,,,,2454354.58106000,,,0,0.00027000,,,0,14.33000000,,,0,3.29000000,,,0,2.87000000,0.20000000,-0.20000000,0,25.00000000,5.00000000,-3.00000000,0,3.96170000,,,0,,,,,,,,,0.32000000,,,0,8.00000000,,,0,0,<a refstr=DONG_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...698.1826D/abstract target=ref> Dong et al. 2009 </a>
OGLE-2018-BLG-0506L b,17h50m31.16s,267.629833,-31d55m26.6s,-31.924056,0.05128554,0.03775622,-0.02674399,0,16.30000000,12.00000000,-8.50000000,0,3.00000000,0.70000000,-0.80000000,0,0.63000000,0.37000000,-0.32000000,0,5600.00000000,1400.00000000,-1600.00000000,0,,,,,2458224.15800000,0.00410000,-0.00410000,0,-0.08780000,0.00140000,-0.00140000,0,23.84000000,0.37000000,-0.37000000,0,0.01400000,,,1,1.06530000,0.01890000,-0.01890000,0,0.81600000,0.23300000,-0.23300000,0,-1.85540000,0.00800000,-0.00800000,0,19.37000000,0.02000000,-0.02000000,0,,,,,0.43000000,,,-1,8.10000000,2.50000000,-1.50000000,0,1,<a refstr=HWANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...43H/abstract target=ref>Hwang et al. 2022</a>
OGLE-2019-BLG-1053L b,18h00m39.93s,270.166375,-27d20m29.7s,-27.341583,,,,,,,,,,,,,,,,,,,,,,,,,2458690.55500000,0.04400000,-0.04400000,0,0.35000000,0.01000000,-0.01000000,0,34.10000000,0.70000000,-0.70000000,0,2.19000000,0.16000000,-0.16000000,0,1.40600000,0.01100000,-0.01100000,0,0.12900000,0.01000000,-0.01000000,0,3.66400000,0.00400000,-0.00400000,0,19.88600000,0.04300000,-0.04300000,0,,,,,,,,,,,,,0,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..163Z/abstract target=ref>Zang et al. 2021</a>
OGLE-2017-BLG-0406L b,17h55m59.92s,268.999667,-29d51m47.3s,-29.863139,0.41000000,0.05000000,-0.05000000,0,130.00000000,20.00000000,-20.00000000,0,3.50000000,0.30000000,-0.30000000,0,0.56000000,0.07000000,-0.07000000,0,5200.00000000,500.00000000,-500.00000000,0,8800.00000000,1200.00000000,-1200.00000000,0,2457908.81300000,0.00100000,-0.00100000,0,0.00928100,0.00028000,-0.00028000,0,37.13400000,0.08300000,-0.08300000,0,5.85200000,0.02500000,-0.02500000,0,1.12800000,0.00100000,-0.00100000,0,6.95500000,0.06100000,-0.06100000,0,0.99300000,0.00100000,-0.00100000,0,17.60600000,0.02000000,-0.02000000,0,,,,,0.59300000,0.01200000,-0.01200000,0,5.84000000,0.12000000,-0.12000000,0,1,<a refstr=HIRAO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...74H/abstract target=ref>Hirao et al. 2020</a>
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799000,-28d51m45.90s,-28.862750,0.40100000,0.62400000,-0.22600000,0,127.00000000,198.00000000,-72.00000000,0,0.78000000,0.15000000,-0.15000000,0,0.08600000,0.13300000,-0.04700000,0,6860.00000000,1040.00000000,-1140.00000000,0,,,,,2457235.62000000,0.01000000,-0.01000000,0,0.11400000,0.00600000,-0.00600000,0,4.53000000,0.18000000,-0.18000000,0,3.64000000,0.34000000,-0.34000000,0,0.99800000,0.00800000,-0.00800000,0,44.70000000,5.10000000,-5.10000000,0,3.88200000,0.00700000,-0.00700000,0,21.86000000,0.06000000,-0.06000000,0,20.99000000,0.03000000,-0.03000000,0,0.11400000,0.02100000,-0.02000000,0,9.20000000,1.70000000,-1.60000000,0,0,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.63000000,1.13000000,-0.39000000,0,200.00000000,359.00000000,-120.00000000,0,0.53000000,0.89000000,-0.18000000,0,0.06000000,0.11000000,-0.04000000,0,6890.00000000,1190.00000000,-1190.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>
MOA-2016-BLG-319L b,17h54m58.13s,268.742218,-29d45m01.67s,-29.750463,0.62000000,1.16000000,-0.33000000,0,200.00000000,369.00000000,-100.00000000,0,0.95000000,0.17000000,-0.20000000,0,0.15000000,0.28000000,-0.08000000,0,6800.00000000,1200.00000000,-1400.00000000,0,,,,,2457552.73700000,0.01300000,-0.01300000,0,0.26700000,0.01200000,-0.01200000,0,8.60000000,0.26000000,-0.26000000,0,10.00000000,,,1,0.81700000,0.00400000,-0.00400000,0,39.30000000,1.10000000,-1.10000000,0,4.64600000,0.00600000,-0.00600000,0,19.01000000,0.01000000,-0.01000000,0,,,,,0.10700000,,,0,,,,,1,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..226H/abstract target=ref>Han et al. 2018</a>
OGLE-2005-BLG-169L b,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,0.04440000,0.00300000,-0.00300000,0,14.10000000,0.90000000,-0.90000000,0,3.50000000,0.30000000,-0.30000000,0,0.69000000,0.02000000,-0.02000000,0,4100.00000000,400.00000000,-400.00000000,0,,,,,2453491.87840000,0.00010000,-0.00010000,0,0.00125000,0.00000400,-0.00000400,0,42.50000000,1.40000000,-1.40000000,0,,,,,1.00100000,0.01800000,-0.01800000,0,0.61500000,0.30000000,-0.30000000,0,1.60000000,0.03000000,-0.03000000,0,20.58000000,0.04000000,-0.04000000,0,,,,,0.84800000,0.02700000,-0.02700000,0,7.29000000,0.15000000,-0.15000000,0,1,<a refstr=BENNETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..169B/abstract target=ref>Bennett et al. 2015</a>
